"","repeat time","n","m","d","s","pi1","pi2","Maxiter","lambda","rho","c","deg","error","error_sd","Nerror","error_to_tall","Q_loss_to_tall","error_to_all","Q_loss_to_all","beta_1","beta_14","beta_27"
"1",5,30,20,125,27,0.5,0.5,100,0,0.5,10,5,0.978208976600781,0.0204832585572079,0.562334814252101,0.417438483317996,0.0441788070409326,0.118462793714249,0.00341062111782965,0.0312288474626785,0.00834698335177295,0.0348448438885395
"2",5,30,20,125,27,0.5,0.5,500,0,0.5,10,5,1.50326685577879,0.128519536759578,0.864170446537109,0.536090074536526,0.0190341391823573,0.17552428846891,0.00800842614523238,0.0962619503132087,0.0330931475599089,0.0888644664436129
"3",5,30,20,125,27,0.5,0.5,1000,0,0.5,10,5,1.88705108634133,0.226336191671339,1.08479327782232,0.581801915089408,0.0131632247241975,0.201727101559765,0.00762326528848956,0.145114640471253,0.0478803834132014,0.135621535431943
"4",5,30,20,125,27,0.5,0.5,1500,0,0.5,10,5,2.12097512412754,0.280016285562392,1.21926723326967,0.605731567221018,0.0107024038201598,0.215132643738678,0.0082766260112776,0.181072609975149,0.0459116867054962,0.164982886718661
"5",5,30,20,125,27,0.5,0.5,2000,0,0.5,10,5,2.28583423765005,0.335371834788967,1.31403841325065,0.626745207170337,0.00937591772916746,0.219176123120259,0.00856398329074051,0.200217892251046,0.0511346079108043,0.177279205275517
"6",5,30,20,125,27,0.5,0.5,2500,0,0.5,10,5,2.40838170570368,0.389738170511587,1.38448625142575,0.627343254105025,0.00826503987690533,0.22919217985835,0.00821346999922595,0.224609455172438,0.0573678918400456,0.184033437589032
"7",5,30,20,125,27,0.5,0.5,3000,0,0.5,10,5,2.4886013027499,0.436933154769742,1.43060142035532,0.617113742617993,0.00738063819595542,0.222414836368023,0.00923748615397677,0.240662566662327,0.063117771029849,0.189115316121839
