"","repeat time","n","m","d","s","pi1","pi2","Maxiter","lambda","rho","c","deg","error","error_sd","Nerror","error_to_tall","Q_loss_to_tall","error_to_all","Q_loss_to_all","beta_1","beta_14","beta_27"
"1",5,30,20,125,27,0.5,0.5,100,0.2,0.5,10,5,1.03061618257688,0.0479864562233815,0.59246170650415,0.125250653598791,0.000122244778676484,0.0743457372532753,0.0115388096023787,0.0487849530957704,0.0227793929160629,0.0154240403900303
"2",5,30,20,125,27,0.5,0.5,500,0.2,0.5,10,5,1.02344374319724,0.0521272099855324,0.588338546256429,0.0541739844532937,0.000593773192262193,0.0669906354546097,0.0122498074774746,0.0597513141346578,0.0233081682580421,0.0131842848258992
"3",5,30,20,125,27,0.5,0.5,1000,0.2,0.5,10,5,1.02744549426645,0.0522215359307353,0.59063899942954,0.0531288826922294,0.00113448654178456,0.0660623128420033,0.012171162346429,0.0573044624686057,0.0222582560672477,0.0131691379028137
"4",5,30,20,125,27,0.5,0.5,1500,0.2,0.5,10,5,1.02672111291775,0.0535503455446009,0.590222580381147,0.0540904736607778,0.00142773924086368,0.0664812966984681,0.012179568846417,0.0605640840602754,0.023721852267356,0.0124387829371652
"5",5,30,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,1.02941913655948,0.0528306017883353,0.591773570670249,0.0541633921074575,0.00147806550572354,0.0654672411861243,0.0121983503466931,0.0583412770860032,0.0221515186064987,0.0129484106825413
"6",5,30,20,125,27,0.5,0.5,2500,0.2,0.5,10,5,1.02924020786252,0.0526587944681575,0.59167071142649,0.0542234734789616,0.00154643085549524,0.0645486556208201,0.0125805712765455,0.0581600863648114,0.0219392468328017,0.0126198491150305
"7",5,30,20,125,27,0.5,0.5,3000,0.2,0.5,10,5,1.03355460569267,0.0534459477296521,0.594150893228603,0.0547539083801974,0.00163193427280308,0.065142227438707,0.0125650555243874,0.0581417892082461,0.0222071337918621,0.0122254323106259
