"","repeat time","n","m","d","s","pi1","pi2","Maxiter","lambda","rho","c","deg","error","error_sd","Nerror","beta_1","beta_14","beta_27"
"1",5,10,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,1.60492858591334,0.142751829897344,0.922611875208533,0.033456744529516,0.00968387666444764,-0.0305925074921644
"2",5,15,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,1.3208126618348,0.252745694358238,0.759284529810461,0.0335668383735522,0.0226360616023664,-0.0124339452611127
"3",5,25,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,1.12632747411725,0.148209546771706,0.647482456300591,0.051005005440007,0.0355268565560117,-0.00344617326141591
"4",5,39,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,1.09894431867408,0.0532626386398153,0.63174093071852,0.0653116497824304,0.0278178889328299,0.00837239073280001
"5",5,63,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,1.01789712462358,0.0737923782428741,0.585150008019761,0.0452556337596296,0.0260829121851251,0.0077352609507168
"6",5,100,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,1.01976728254481,0.0572014226373719,0.586225090065019,0.0459371625522555,0.0240880069223088,0.00385623702216244
"7",5,158,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,1.00241847500365,0.0803914662842758,0.576251926150647,0.0552420224580495,0.0267980120249795,-0.00162708228041958
"8",5,251,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,1.00464893529071,0.0381955571493546,0.577534132203976,0.0431960626552429,0.0303758743919164,0.000469707981507779
"9",5,398,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.969344682654063,0.00838950467403982,0.557239071717284,0.0568005468514879,0.0339475559310074,0.00610215646747065
"10",5,630,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.988411272558259,0.0237741796715513,0.568199722814,0.0592823409426447,0.0310544615852277,0.00373871828059421
"11",5,1000,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.96198217836084,0.0115448664180048,0.553006650442081,0.064790093424802,0.0325554905743785,0.00444795233049581
"12",5,1584,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.971773372786001,0.0173967681861172,0.558635232503873,0.0615493404096609,0.0329754474095058,0.00537065455986958
"13",5,2511,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.973328912969231,0.0109969198077478,0.559529452881034,0.0594860742165743,0.0339327811146192,0.00540302855371193
"14",5,3981,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.972113871808212,0.00881873020364519,0.558830972329399,0.0611695228105611,0.0312963421299523,0.00495687085107306
"15",5,6309,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.964215415782699,0.00572539488969316,0.554290452963671,0.0613043025345148,0.0333110339369412,0.00509086548583489
"16",5,10000,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.96894917804581,0.00378250498642918,0.557011711290486,0.0606936005920418,0.0330622114506102,0.00474740138213375
"17",5,15848,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.967769005543038,0.00362309290938664,0.556333275392834,0.061576088793552,0.033018774419765,0.00509482686793351
"18",5,25118,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.97152986902293,0.00206720179204595,0.55849525153186,0.061212076453965,0.0318959201524276,0.00466462376074506
"19",5,39810,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.968764823107402,0.000685100055161859,0.556905732708684,0.0609731135398897,0.0322581393215795,0.00484350044732381
"20",5,63095,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.971528355054754,0.00162831152144815,0.558494381209635,0.0597781185092661,0.031834013811109,0.00446639080382339
"21",5,1e+05,20,125,27,0.5,0.5,2000,0.2,0.5,10,5,0.97010699598278,0.00227667987719559,0.557677296405832,0.0605660303948162,0.0320501129658812,0.00447464198980151
