"","repeat time","n","m","d","s","pi1","pi2","Maxiter","lambda","rho","c","deg","error","error_sd","Nerror","beta_1","beta_14","beta_27"
"1",5,10,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.25686052365981,0.186190722193086,0.820476700044569,0.373167006005864,-0.532168888623564,-0.321643677314883
"2",5,15,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.37222654354375,0.129758691159417,0.862417763880516,0.358170715211325,-0.538947585915548,-0.255939822761848
"3",5,25,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.22871238476807,0.0888601575347726,0.81024350580497,0.34005971534333,-0.505669250300357,-0.263486173667301
"4",5,39,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.20765673475429,0.114409083476746,0.802588770361866,0.362625847931665,-0.509702046138978,-0.286934579817364
"5",5,63,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.14515011502214,0.0511199696842816,0.779864625670105,0.3624501656421,-0.531545458349901,-0.252558382934932
"6",5,100,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.12930329248919,0.113533751249631,0.774103548048458,0.387701917295068,-0.507920085298649,-0.270617921944729
"7",5,158,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.15166780018479,0.032818258252901,0.782234115834921,0.368046284798948,-0.516500796187945,-0.261156915625163
"8",5,251,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.14039303755763,0.0341775507295986,0.778135200577581,0.363457000451439,-0.50676338633136,-0.281693563216373
"9",5,398,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.11466465898287,0.0246719842915692,0.76878170490108,0.373567282743874,-0.50215393537473,-0.274910023142844
"10",5,630,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.1300035228946,0.0116323812277928,0.77435811527859,0.374771377570204,-0.51186210261262,-0.273465949886143
"11",5,1000,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.09649048136521,0.00748883032592614,0.76217452243613,0.371039496479445,-0.517180444361551,-0.282427354143817
"12",5,1584,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.11466107504634,0.0112561440785896,0.768780401968806,0.37099507866875,-0.51806406207767,-0.276064817382182
"13",5,2511,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.10741224917309,0.0128227009217609,0.766145107200108,0.373594049972835,-0.510051671364756,-0.280340388018056
"14",5,3981,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.11486343289529,0.010583825115462,0.768853968721555,0.373422277658075,-0.510591376906637,-0.275453456433156
"15",5,6309,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.11284398295671,0.00833278268174977,0.768119802119704,0.370956358447381,-0.514461881646251,-0.274838688841783
"16",5,10000,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.10727997675439,0.00638786916721798,0.766097019852013,0.372338456198873,-0.513150471349567,-0.276733028550955
"17",5,15848,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.10952446993622,0.00746369122173257,0.766913000432025,0.372457779355739,-0.513153232724618,-0.275781740655955
"18",5,25118,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.11241337243949,0.00256162192608609,0.767963254609357,0.371214710999765,-0.513412624172833,-0.2768305669226
"19",5,39810,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.1096411208039,0.00691578069349819,0.766955408599461,0.371286207481478,-0.513417697268155,-0.276798868143869
"20",5,63095,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.11013533990605,0.00280031223828512,0.767135080871531,0.370946715594025,-0.514098729452271,-0.27665787027507
"21",5,1e+05,20,27,27,0.5,0.5,2000,0.1,0.5,10,5,2.10998355781621,0.00221695429338077,0.767079900825228,0.371184835285298,-0.514069466165118,-0.276091751246229
