"","error","Q_loss","error_all","Q_loss_all","error_to_tall","Q_loss_to_tall"
"1",3.00366374359161,0.960236174134728,3.00332773746624,0.99441851694547,1.02528144978829,0.341452660437985
"2",2.9854429919763,0.991518307360692,2.9896477268251,0.991035775518524,1.01967556333412,0.356308355965545
"3",2.96864105712067,0.970239408146998,2.97156992761099,0.986547970114651,1.01453754656814,0.354607778928031
"4",2.95046198913978,0.981436754370301,2.95357026918979,0.982061556221677,1.0092465753437,0.356451336991994
"5",2.93252070359145,0.966581167964982,2.93564674499787,0.977579442672537,1.00394938999266,0.354673086756485
"6",2.91462913633334,0.970775388620806,2.91780948537357,0.973098641545122,0.998643186472602,0.354161098831181
"7",2.89683859769588,0.959558329355985,2.90005330708774,0.968618142700151,0.993348608033573,0.352216914494499
"8",2.87914171103622,0.960861026636163,2.88237969081924,0.964137018206522,0.988065749239641,0.350912034080253
"9",2.86153643585046,0.9517316704217,2.86478783384098,0.959655313347276,0.982800560144245,0.348891578743462
"10",2.84402075409623,0.951497035521603,2.8472776925159,0.955173361388048,0.977552622638808,0.347247134791174
"11",2.82659289812015,0.943574126080172,2.82984923117967,0.95069159370313,0.972324248823759,0.345185401865513
"12",2.80925149467467,0.942417688040153,2.81250240869648,0.946210383292945,0.96711503446627,0.343368235395299
"13",2.79199538716036,0.935237907912431,2.79523720007212,0.94172982671865,0.961926048602568,0.341280372483607
"14",2.77482364309484,0.933482308383412,2.7780536024464,0.937249708516711,0.956756969439541,0.339363576705184
"15",2.75773552127823,0.926779910018605,2.76095163056798,0.932769709338132,0.951608352999046,0.337256640275719
"16",2.74073046432468,0.924613138990278,2.74393130545313,0.928289590527567,0.946479948465309,0.335276316811308
"17",2.72380807112801,0.91822995583951,2.72699264206905,0.923809243203958,0.941372072461881,0.333154112517163
"18",2.70696806455188,0.915775451621767,2.71013564102506,0.919328668879038,0.93628452984591,0.331130269610182
"19",2.69021025484175,0.909614444522893,2.69336028638062,0.914847943176746,0.931217517256598,0.328995511696247
"20",2.6735345092278,0.906958759927262,2.67666654885573,0.910367179374089,0.926170882963611,0.326940500594336
"21",2.65694072391182,0.900956726010095,2.66005439217863,0.905886491659622,0.921144759979383,0.324795494299147
"22",2.64042880094078,0.898162274422108,2.64352378007572,0.901405952043381,0.916139029579974,0.322717597702708
"23",2.62399862867986,0.892275364325871,2.62707468197112,0.89692555720086,0.911153788500415,0.320564389613995
"24",2.60765007046874,0.889387816605819,2.61070707631317,0.892445245729266,0.906188941900152,0.318469479690509
"25",2.59138296230971,0.883583500640443,2.59442095129478,0.887964953131661,0.901244563364856,0.316309843754577
"26",2.57519712012109,0.880636087161288,2.57821630342189,0.883484645956134,0.896320574172042,0.314202185130576
"27",2.5590923529257,0.874888240033913,2.56209313479411,0.879004320483609,0.891417031166349,0.31203754597938
"28",2.54306847785224,0.871904616489201,2.54605145003981,0.874523987077564,0.886533865965561,0.309920200061194
"29",2.52712533247295,0.866192699950735,2.53009125365301,0.870046920287728,0.881671122542003,0.307751571367978
"30",2.5112800172133,0.863195300257673,2.51422969185727,0.865578297538492,0.876829098025626,0.305626891581783
"31",2.49551485083888,0.857515765250858,2.49844939869716,0.861109693839053,0.872007786618033,0.303455353141585
"32",2.47982992843871,0.85451699447539,2.48275037872779,0.856641276080176,0.867207097350419,0.301324899243702
"33",2.46422515476554,0.848835878000006,2.46714012262906,0.852187228719348,0.862427026937906,0.299150637160324
"34",2.44871763442399,0.845865833952288,2.45163371835044,0.847753647331777,0.85766780189356,0.297015717169782
"35",2.43333059368538,0.840245915562703,2.4362284385811,0.84334342227347,0.852930134703101,0.294840753607943
"36",2.41802492232997,0.837320794823644,2.42093545928222,0.838960913186642,0.848213874982789,0.292702514010121
"37",2.40286481653609,0.831743908103836,2.40576103823455,0.834620174403063,0.8435201067124,0.29052765787394
"38",2.38779322167089,0.828925601484602,2.39071160814595,0.830327542258718,0.838848742567648,0.288388382858108
"39",2.37291401966624,0.823446785432027,2.37581085425398,0.826092881839189,0.834201450572783,0.286215475361149
"40",2.35817590576928,0.820859435446336,2.36104547099856,0.821925348680332,0.82957879333193,0.284080278361786
"41",2.34354597924554,0.815424504511868,2.34644388659671,0.817841837175626,0.824980928523675,0.281910630006353
"42",2.32912806136589,0.812968348524485,2.33200973146917,0.813825700433012,0.820409401336291,0.279780784974443
"43",2.31482437303603,0.807720026615766,2.31771103343897,0.80986914029748,0.815864297625228,0.277619631637372
"44",2.30069372674616,0.805382199842761,2.30359659017844,0.806005518568748,0.811346450071561,0.275496434028092
"45",2.28672671992701,0.800266555554436,2.2896489679047,0.802211551855495,0.806856567811622,0.273345265182441
"46",2.27291393664424,0.798153599038397,2.27584669115188,0.798499029468792,0.802395108993732,0.271232869095097
"47",2.25924573650259,0.793108857548233,2.2621804302255,0.794865781353922,0.797962444748159,0.26909295115041
"48",2.24579482268242,0.791354926038818,2.24871551589913,0.791359571515704,0.79355982079666,0.266995657393324
"49",2.23246398899176,0.786456886947221,2.23540288180928,0.787954715393987,0.789187156336253,0.264870986005505
"50",2.21933646018574,0.784840885008486,2.22228713527303,0.784653220031085,0.784845401322132,0.262788867262985
"51",2.20639119192254,0.780204005411991,2.20936321897575,0.781459512131333,0.780535303239813,0.260684264725251
"52",2.19364882527661,0.778849181926268,2.19663890254079,0.778379039846664,0.776257606880497,0.258621645388032
"53",2.1810160760521,0.774381476125616,2.18409938139437,0.775399523080206,0.772012053654133,0.256538338259002
"54",2.16862348377181,0.773199665118128,2.17176108785715,0.772517696263877,0.76779975382929,0.254497293967351
"55",2.15631011975524,0.768819277070504,2.15957205340103,0.769707588651654,0.763620017906218,0.25243654417619
"56",2.144227638849,0.767839550728544,2.14752186020396,0.76697551717614,0.759473823722601,0.250419394508741
"57",2.13230300163723,0.76369117103311,2.1356455572216,0.764325864026517,0.755361340008354,0.248387623269531
"58",2.12052020429462,0.762815871900887,2.12392550803173,0.761744234261108,0.751282463591532,0.246397100712883
"59",2.1088715443408,0.758759052688575,2.11237685394715,0.759239160908936,0.747237027638922,0.244389654888288
"60",2.09739017463013,0.758038438584023,2.1010033062782,0.756814314130737,0.743225269583677,0.242424795515806
"61",2.08609486061954,0.75420198838804,2.08976243806262,0.754456360849804,0.739247554903697,0.240445369130702
"62",2.0749712745566,0.753677458305737,2.07867428664036,0.752177682554012,0.735304120932462,0.238508122994589
"63",2.0639499501912,0.749862318519215,2.06777060475051,0.749968270790459,0.731394373428406,0.236554892481044
"64",2.05309516391237,0.749508668933163,2.05699584554849,0.747819998493991,0.727518514227872,0.234645002679578
"65",2.04235581751201,0.745750803117635,2.04639665135215,0.745738123753828,0.723676095232005,0.232722229899357
"66",2.03178652182966,0.745513919246329,2.03589991101283,0.743711475181428,0.719867388157877,0.230843841741392
"67",2.021336990848,0.741874877569133,2.02557509223186,0.741751685897405,0.716091983031846,0.228953651438086
"68",2.01103503129485,0.741727711827697,2.01538902134494,0.739845335784768,0.712349951713752,0.227106991481792
"69",2.00083308417086,0.73827502262028,2.00532911494538,0.737990423944597,0.708640675051258,0.225249504224429
"70",1.99081844815955,0.73817238893727,1.99536477211756,0.73617806719149,0.704964613225143,0.223434024640788
"71",1.98089835358205,0.734905086903301,1.98556877548848,0.734419919111308,0.70132115275904,0.22160744497052
"72",1.97110494093735,0.734791056190956,1.97588385559373,0.732704314640512,0.697710116707133,0.21982340608982
"73",1.96146184966137,0.731675729639617,1.96634598279776,0.731042771766,0.694131399668704,0.218034355617211
"74",1.9519426620894,0.731619652220835,1.95694658437381,0.729436344238768,0.69058484214289,0.216285118301623
"75",1.94250040250953,0.72857570616226,1.94766542191433,0.727873721179676,0.687069738670133,0.214530608943342
"76",1.93324793271503,0.728555538304345,1.93851814404988,0.726355450649507,0.683586550210492,0.21281699702566
"77",1.9240565336765,0.725632264281664,1.92946636446284,0.72486712925274,0.680134452850426,0.211099455952598
"78",1.91499834452302,0.725543377677693,1.92050505509606,0.723419801990595,0.676713371824656,0.20941802020474
"79",1.90600081471306,0.722708707103377,1.91168172401624,0.72201997482993,0.673322535536984,0.207731583224266
"80",1.89713469015462,0.722561610264865,1.90296087826133,0.720646225373328,0.669961881758358,0.206078480281935
"81",1.88837512804782,0.71983004627352,1.89431613345965,0.71929474762089,0.66663105282253,0.204421702210092
"82",1.87969437877439,0.719725887049551,1.88576544994783,0.717977822942214,0.663329585673541,0.202801554775508
"83",1.87114416296484,0.7170153776418,1.87733844646273,0.716695031490016,0.660057363722344,0.20118258159547
"84",1.86269764435747,0.716914623044529,1.86897055066787,0.715431082633077,0.656814111795172,0.199596062694376
"85",1.85427245634311,0.714236369338795,1.86067594059191,0.714191804781221,0.653598951519258,0.198009904744476
"86",1.84600667328249,0.714163793417927,1.85246433413373,0.712981808405329,0.650411994493557,0.19645751074596
"87",1.83775476215147,0.711511822897527,1.84433484609734,0.71179541787555,0.647252355249811,0.194904533033545
"88",1.82963249484628,0.71148933610341,1.83628698677935,0.71063258150935,0.64411999302434,0.193380203779668
"89",1.82157621683726,0.708939524630383,1.82830883500481,0.709492547667623,0.641014395072396,0.191851503534592
"90",1.81363185341884,0.708917501034489,1.82043115462918,0.708377309694456,0.637935415087659,0.190350257197907
"91",1.80572880925315,0.706463060313683,1.81260118477973,0.707273464971596,0.63488244099813,0.188849253762969
